topik,pertanyaan
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Jika begitu kendala nya, saya izin konfirmasi kembali Bapak/Ibu. Untuk status saat ini pada FILKOMApps sudah menjadi <strong>Penjadwalan Yudisium </strong>sejak tanggal 20 lalu. Dengan kata lain pendaftaran Yudisium pada Filkom Apps sebenarnya telah selesai. Step yang belum saya lakukan hanya <strong>upload berkas pada SIAM</strong> saja, dikarenakan permasalahan yang telah saya jelaskan sebelumnya. <br /><br />Dengan segala kerendahan hati, saya harap semoga permasalahan ini lekas mendapat titik temunya Bapak/Ibu.<br /><br />Mohon maaf dan terimakasih atas tanggapan Bapak/Ibu berikan.<br />Hormat Saya.<br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Mohon maaf pak/bu, saya Muhammad Agni. Mahasiswa Teknik Komputer angkatan 2016. </p> <p><br /></p> <p>saya ingin bertanya mengenai permasalahan pendaftaran yudisium pada akun SIAM saya, jadi saya telah menyelesaikan sidang skripsi dan ingin mendaftar yudisium. akan tetapi setelah memasuki masa pendaftaran ulang status saya pada SIAM menjadi tidak terdaftar. dan terdapat tagihan UKT dalam akun saya. hal ini menyebabkan saya tidak bisa mengakses kolom yudisium dan wisuda. </p> <p><br /></p> <p>langkah apa yang perlu saya lakukan pak/bu? mengingat saya sudah mendaftar yudisium pada FIlkom Apps dan status di apps adalah penjadwalan yudisium. berikut saya lampirkan juga status tagihan, kolom yudisium/wisuda, serta status pada filkom apps akun saya</p> <p><br /></p> <p>terima kasih, mohon arahan dan solusinya</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,<p>Jika form asli saya pada Filkom Apps tidak tercentang pilihan jurnal JPTIIK akan tetapi tercentang jurnal nasional lainnya. </p> <p>apakah boleh saya ganti tanda centang di opsi jurnal JPTIIK ya pak?</p>
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,<p>Jika form asli saya pada Filkom Apps tidak tercentang pilihan jurnal JPTIIK akan tetapi tercentang jurnal nasional lainnya. </p> <p>apakah boleh saya ganti tanda centang di opsi jurnal JPTIIK ya pak?</p>
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,<p>Jika form asli saya pada Filkom Apps tidak tercentang pilihan jurnal JPTIIK akan tetapi tercentang jurnal nasional lainnya. </p> <p>apakah boleh saya ganti tanda centang di opsi jurnal JPTIIK ya pak?</p>
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat Pagi,</p> <p>Perkenalkan saya Liwenki Jus'ma Olivia NIM. 175150218113010 FILKOM 2017.</p> <p>Saya ingin bertanya, saya sudah mendapatkan whatsapp transkip nilai dan diminta mengisi data pada siam. Pada filkom apps saya statusnya sudah ""Penjadwalan Yudisium belum diproses"". Namun, pada siam saya statusnya ""Belum Terdaftar"" serta tagihan belum 0 dan saya tidak bisa mengisi data disiam. Sedangkan jadwal yudisium akan dilaksanakan pada Jumat, 28 Januari 2022.</p> <p>Lalu untuk solusinya bagaimana ya untuk dapat mengisi data pada siam dan mendapatkan jadwal yudisium?</p> <p>Terimakasih.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Assalamu'alaikum, selamat siang Bapak/Ibu.</p> <p>Saya,</p> <p>Nama: Hendi Maryanto</p> <p>NIM: 135150207111102</p> <p>Prodi: Teknik Informatika</p> <p>Angkatan: 2013</p> <p>Saya bermaksud meminta bantuan mengenai proses verifikasi pengajuan yudisium pak/bu. <br />Disini saya sudah melakukan progres pengajuan yudisium dan sisa 1 pengajuan yg belum diverifikasi. Namun dari kemarin pengajuan saya masih belum juga mendapat verifikasi untuk <strong>Bukti sudah unggah Jurnal (J-PTIIK/Jurnal Lainnya) </strong><strong>pada filkom apps</strong><strong>.</strong><br />Mengingat saya adalah angkatan kritis dan disarankan untuk segera melakukan pendaftaran yudisium, disini saya ingin meminta bantuan perihal verifikasi tersebut.</p> <p>Demikian yang dapat saya tanyakan, Terima kasih atas perhatiannya.</p> <p>Wassalamu'alaikum Warahmatullahi Wabarakatuh.</p> <p><br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Alhamdulillah terima kasih pak/bu.<br /><br />Mohon maaf pak/bu, pada filkom apps saya tidak ada tombol untuk revisi kembali, namun dalam keterangan diminta untuk mengajukan revisi ke PSIK melalui halofilkom. Terkait hal ini bagaimana ya pak/bu? Berikut saya sampaikan screenshot keterangan pada filkomapps saya pak/bu. <br /><br />Terima kasih atas perhatiannya.</p><figure><img src=""cid:pyjg7iymunurmqy5q9p-ph6jbcek9wmo"" data-image=""PyJg7iyMUnurmqY5q9P-ph6jbcek9wMo"" alt=""image"" /></figure>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Assalamualaikum, selamat sore Bapak/Ibu</p> <p>Saya sudah upload berkas-berkas yudisium pada filkom apps dan status saya sekarang adalah ""Pengajuan Yudisium"" karena masih menunggu verifikasi bukti jurnal. Jika sampai tanggal 27 belum mendapat verifikasi untuk pendaftaran yudisium, apakah saya harus membayar UKT?</p> <p>Terima kasih</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat sore, saya izin bertanya</p> <p>Pada filkom apps status saya adalah penjadwalan Yudisium belum di proses. Apakah ini tandanya saya sudah terdaftar sebagai peserta yudisium periode v atau bagaimana? Karena sudah 3 hari statusnya belum ada perubahan dan saya belum mendapatkan informasi apa-apa. Dan saya ingin bertanya untuk daftar peserta yudisium dapat dilihat dimana ya? </p> <p>Terima kasih atas waktunya, kurang lebihnya mohon maaf.</p><figure><img src=""cid:agkrvfrtezk1ld0bg9sbeydoty8ldbei"" data-image=""AGKrVFrTEzK1lD0bG9sbeYdOtY8LdbeI"" alt=""image"" /></figure>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,<p>Saya bertanya karena pelaksanaan yudisium periode v pada tanggal 28 Januari 2022. Dan saya belum mendapatkan kepastian terkait apakah sudah menjadi peserta yudisium periode v karena pada filkom apps status masih penjadwalan yudisium belum di proses. Mohon maaf apabila saya terlalu banyak bertanya.</p>
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Assalamu'alaikum pak/ibu, saya ingin memberitahukan bahwa saya sudah melakukan pendaftaran Yudisium pada Filkom Apps pada pagi hari ini. Terimakasih pak/ibu..</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Saya sudah mendaftar yudisium pada filkom apps statusnya ""Penjadwalan Yudisium"" seperti gambar dibawah ini.<br />Dan kemarin sudah di informasikan oleh WA Center Bagian Yudisium untuk segera proses kelengkapan berkas pada SIAM.</p><figure><img src=""cid:d-zo-xxuaoplv9-ja6kbf0w53ivw6qoo"" data-image=""d-zo-xxuAoPLv9-Ja6kBF0w53IvW6Qoo"" alt=""image"" /></figure><figure><img src=""cid:qcdfaiu-v7lhnetql7jdmvl8lzbdg-se"" data-image=""QcdfAiu-V7lHNEtql7JdmVL8LzbDg-sE"" alt=""image"" /></figure> <p><br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat Pagi,</p> <p>Perkenalkan saya Liwenki Jus'ma Olivia NIM. 175150218113010 program studi Teknik Informatika 2017.</p> <p>Saya ingin menanyakan perihal yudisium periode V.</p> <p>Pada filkom apps saya statusnya sudah ""Penjadwalan Yudisium belum diproses"". Namun, pada siam saya statusnya ""Tidak Terdaftar"" saya tidak meminta pembebasan UKT lalu tagihan belum 0 dan saya tidak dapat mengisi data disiam. Apakah saya diharuskan untuk membayar sisa tagihan pada siam? Dan saya ingin bertanya apakah nama saya tersebut sudah terdaftar pada yudisium periode V?</p> <p>Mohon bantuaanya,</p> <p>Terimakasih.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat Sianga Pak/Bu, mohon maaf mengganggu waktunya.</p> <p>Izin bertanya, saya telah melakukan pengajuan pendaftaran yudisium pada Filkom Apps, tetapi hingga saat ini berkas bukti sudah unggah jurnal saya belum diverifikasi. Sekiranya proses verifikasinya berapa lama ya pak/bu?<br /><br />Terima kasih, mohon maaf apabila terdapat salag kata atau ucapan.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Saya sudah mendaftar yudisium pada filkom apps statusnya ""Penjadwalan Yudisium"" seperti gambar dibawah ini.<br />Dan kemarin sudah di informasikan oleh WA Center Bagian Yudisium untuk segera proses kelengkapan berkas pada SIAM.</p><figure><img src=""cid:d-zo-xxuaoplv9-ja6kbf0w53ivw6qoo"" data-image=""d-zo-xxuAoPLv9-Ja6kBF0w53IvW6Qoo"" alt=""image"" /></figure><figure><img src=""cid:qcdfaiu-v7lhnetql7jdmvl8lzbdg-se"" data-image=""QcdfAiu-V7lHNEtql7JdmVL8LzbDg-sE"" alt=""image"" /></figure> <p><br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat Siang, saya Dyan Krisyanto dengan Nim 145150200111099.</p> <p>Pada hari senin saya menanyakan tentang permasalah status drop out SIAM saya dengan nomor tiket #003205, tanggapan yang diberikan adalah ""Status DO saat ini dikarenakan belum mendaftar yudisium dan masa studi telah habis, akan kami bantu untuk pengajuan perubahan ke pusat dengan syarat mahasiswa segera mengajukan yudisium sesuai ketentuan yang ada (filkom apps dan SIAM)"".</p> <p>Saya sudah melakukan pendaftaran yudisium pada filkom apps, dan status filkomapps saya sekarang adalah pengajuan yudisium. Semua dokumen sudah sudah di verifikasi hanya tinggal Bukti sudah unggah Jurnal (J-PTIIK/Konferensi/Jurnal Lainnya) yang sampai sekarang masih belum di verifikasi. Saya tidak bisa mengunggah dokumen pada SIAM karena terdapat keterangan : A<a>nda belum dapat menggunakan layanan ini. Info kelulusan Anda belum tersedia, silakan menghubungi bagian AKADEMIK/REKORDING FAKULTAS masing-masing.</a></p> <p>Yang ingin saya tanyakan adalah, apabila hingga tgl 3(batas jadwal membayar UKT pada pengumuman web FILKOM) saya belum dikabari melalu email mengenai bukti sudah unggah jurnal sudah diverifikasi itu bagaimana?, apakah saya perlu membayar UKT? atau tidak?.</p> <p>Saya masih belum dapat membayar UKT dikarenakan status saya masih belum berubah.<br /><br />Terima Kasih<br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Assalamu'alaikum Warahmatullahi Wabarakatuh.<br /><br />Selamat sore bapak/ibu admin halofilkom untuk topik bantuan FILKOM Apps / PSIK.<br />Saya bermaksud melakukan konfirmasi atas revisi pendaftaran yudisium saya pada FILKOM Apps yang tidak disetujui sekjur karena terdapat ketidaksesuaian antara nama pada SIAKAD dan nama pada ijasah terakhir saya. Berikut saya lampirkan pemberitahuan tidak disetujuinya pendaftaran yudisium saya:</p><figure><img src=""cid:_9x6gra-iwr-qbx5unqw05h9jb3wk47u"" data-image=""_9x6GrA-iWR-qBX5uNqW05h9Jb3WK47U"" alt=""image"" /></figure> <p><br />Alhamdulillah saya telah melakukan perubahan nama pada SIAM saya melalui helpdesk-TIK UB, sehingga nama pada SIAM saya telah berubah menjadi sama seperti pada ijasah terakhir. Berikut saya lampirkan screenshot SIAM dan ijasah terakhir saya:</p><figure><img src=""cid:8qy5fliiwmo75-q53wa9vvd2b_barnlu"" data-image=""8qy5FlIiwMO75-Q53Wa9VVd2b_BarnlU"" alt=""image"" /></figure> <p><br />Demikian yang dapat saya sampaikan dalam rangka mengkonfirmasi revisi terhadap pendaftaran yudisium saya, sehingga semoga mendapat persetujuan dari sekjur. Terima kasih atas perhatiannya.<br /><br />Wassalamu'alaikum Warahmatullahi Wabarakatuh.<br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Assalamualaikum Wr. Wb.<br />Selamat Sore Bapak/Ibu. <br /><br />Saya iwang laga sukma dari prodi PTI, izin bertanya terkait pengajuan ulang praproposal skripsi saya. Karena saat evaluasi skripsi progres saya masih pada penilaian P1 sesuai arahan dari Pak Satrio Agung Wicaksono selaku dosen pembimbing 1, proses skripsi saya dikembalikan ke praproposal dan sudah diizinkan mengajukan tetap pada topik/judul yang sama.<br /><br />kemudian pada hari minggu dan senin 23-24 Januari 2022, pada filkom apps skripsi saya di bagian bawah sudah terdapat tombol untuk ajukan kembali praproposal saya. Namun pada senin malam hingga saat hari ini, tombol ajukan ulang praproposal saya menghilang dan menjadi seperti pada gambar yang saya lampirkan di bawah berikut </p><figure><img src=""cid:unwdy0ycchbf0uka-j9ohfxigfmbbgxa"" data-image=""unwDy0YCcHbF0uKA-j9ohfxigFMBbgXA"" alt=""image"" /></figure> <p>Saya tanyakan ke Bapak Satrio, beliau mencoba mengkonfirmasi apakah jadwal ajukan praproposal sudah ada? saya menjawab untuk jadwal ajukan proposal sudah ada di filkom apps pada 13 Januari s/d 18 Februari 2022. Namun saya tidak menemukan tombol ajukan praproposal. Beliau kemudian mengarahkan saya untuk bertanya ke situs halo filkom.<br /><br />Berikut penjelasan dari saya, mohon bantuan dari Bapak/Ibu. <br />Terimakasih <br />Wasalamualaikum Wr. Wb.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Baik, sebelumnya pada saat p2 dospem 1 menyarankan untuk submit ke JIPI. lalu saya sudah mengkonfirmasi bahwa saya submit ke JPTIIK.</p> <p>Lalu sy mendapatkan revisi jika harus upload ke JIPI.</p> <p><br /></p> <p>Untuk SC2-17 saya pada Filkom Apps tertulis jurnal nasional lainnya</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat Pagi, permisi saya meminta izin untuk bertanya terkait pengisian data yudisium yang terdapat pada siam. Saya sudah melakukan pendaftaran pada filkom apps dan status saya pada filkom apps saat ini adalah pendaftaran yudisium belum di proses dari tanggal 20 januari 2022 sampai sekarang. Dan saya juga belum bisa mengisi data pada yudisium yang ada pada siam sampai saat ini dan tertulis untuk menghubungi bagian keuangan fakultas untuk permasalahan keuangan. Untuk kendala tersebut apakah terdapat solusi untuk mengatasinya?</p> <p>Terima kasih atas perhatiannya, kurang lebihnya mohon untuk di maafkan.</p> <figure><img src=""cid:f-dcx5qy2zndx7abb2m96ux6blmu0kgy"" data-image=""f-dcX5QY2ZNdX7Abb2m96UX6bLMU0kGY"" alt=""image"" /></figure>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>saya telah menyelesaikan pendaftaran yudisium pada filkom apps, dan kini berstatus ""penjadwalan yudisium"". Setelah itu saya mendapatkan WA untuk konfirmasi transkrip nilai, serta saya diminta untuk melakukan upload data pada SIAM ; menu yudisium dan wisuda.</p> <p>Namun, saya tidak dapat melakukan upload data pada menu yudisium dan wisuda dengan keterangan diminta menghubungi bagian keuangan (seperti pada gambar). Selain itu, status pada SIAM adalah ""tidak terdaftar"" dan juga muncul tagihan pembayaran ukt semester selanjutnya.</p> <p>Sebelumnya saya telah mengajukan pembebasan sementara pada sibaku sesuai jadwal. Dan mengingat saya tidak akan mengikuti perkuliahan di semester depan, saya memohon bantuannya agar saya dapat melanjutkan proses pengisian data yudisium dan wisuda di SIAM tanpa perlu melakukan pembayaran ukt semester depan. Terimakasih,<br /></p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Alhamdulillah, baik terima kasih atas perhatiannya pak/bu.</p> <p>Mohon maaf pak/bu, berarti untuk stempel ulang, saya mengisi kembali form pada link berikut ya pak/bu?<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLScwZOHOpAoQkRGNZau5o5En3We3KD10ouqtIbbA-ld_gg0yXQ/viewform"">https://docs.google.com/forms/d/e/1FAIpQLScwZOHOpAoQkRGNZau5o5En3We3KD10ouqtIbbA-ld_gg0yXQ/viewform</a><br /><br />lalu untuk bebas tanggungan perpustakaan juga ya pak/bu, melalui link berikut:<br /><a href=""https://docs.google.com/forms/d/e/1FAIpQLSeeHHbLLolTk8Ud9OyhF03GBZk9ksEmahM0rO8dpM6BRmPb7Q/viewform"">https://docs.google.com/forms/d/e/1FAIpQLSeeHHbLLolTk8Ud9OyhF03GBZk9ksEmahM0rO8dpM6BRmPb7Q/viewform</a><br /><br />selanjutnya, saya serahkan file2 tersebut ke PSIK untuk pergantian pada FILKOM Apps, apakah dapat melalui kolom jawaban pada tiket ini ya pak/bu?<br /><br />terima kasih atas perhatiannya.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat siang, saya Dyan Krisyanto dengan NIM 145150200111099,</p> <p>Saya ingin mendafatar Yudisium pada Filkom apps, Semua dokumen saya sudah diverifikasi dan tombol daftar sudah muncul pada filkom app, akan tetapi saat ingin mendaftar terdapat peringatan mengenai status SIAM harus aktif. Sedangkan status siam saya masih belum berubah.<br /><br />Yang ingin saya tanyakan apakah saya harus menunggu status siam saya berubah atau bisa daftar yudisium melalui tombol pada filkom apps tersebut?. Jika harus menunggu perubahan status siam kira-kira berapa lama prosesnya?<br /></p> <p><br />Terima kasih banyak.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Permisi, izin bertanya kembali mengenai pemasalahan yang saya dapat adalah nama yang saya cantumkan pada filkom apps merupakan nama asli tanpa, sedangkan yang tercantum pada ijazah sebelumnya adalah nama yang telah disingkat, langkah apakah yang bisa saya lakukan selanjutnya agar pengajuan yudisium saya dapat diterima? terimakasih</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Permisi, izin bertanya kembali mengenai pemasalahan yang saya dapat adalah nama yang saya cantumkan pada filkom apps merupakan nama asli tanpa disingkat, sedangkan yang tercantum pada ijazah sebelumnya adalah nama yang telah disingkat, langkah apakah yang bisa saya lakukan selanjutnya agar pengajuan yudisium saya dapat diterima? terimakasih</p> <p>pada filkom apps saya cantumkan nama : Muhammad Hamaas Taqiyuddin Al Mustadjabi</p> <p>sedangkan pada ijazah terakhir tertulis : M. Hamaas Taqiyuddin A.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Baik terimakasih atas jawabannya. Saya izin bertanya lagi, mohon maaf karena saya kurang paham. Sesuai tanggal yang dijadwalkan pada januari, artinya terakhir tanggal 28 apakah benar ? Kemudian jika saya mendaftar yudisium pada filkom apps hari ini yaitu tanggal 31 yang mana sudah melebihi tanggal 28, berarti apakah saya tetap harus membayar ukt dan input skripsi pada krs? Sehingga kesimpulannya saat ini apakah saya wajib membayar ukt? Mohon bantuannya, terimakasih banyak sekali lagi </p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>assalamualaikum wr wb.</p> <p>saya memiliki permasalahan dimana saya salah upload proposal skripsi, file proposal skripsi yang saya upload pada filkom apps belum mengikuti template proposal skripsi yang sudah ada seperti kurang pada bagian daftar isi, daftar gambar, daftar table, dan daftar pustaka. apakah file yang sudah saya upload pada filkom apps tersebut bisa di ubah dengan file proposal skripsi saya yang sudah sesuai dengan template proposal skripsi yang sudah ada? jika tidak bisa di ubah apakah proposal skripsi saya akan di tolak dan kemali ke tahapan upload pra-proposal? karena semester ini kesempatan saya terakhir untuk menyelesaikan kuliah saya. </p> <p>atas kesalahan saya, saya mengucapkan mohon maaf yang sebesar-besarnya dan mohon bimbinganya.</p> <p>terimakasih banyak.</p> <p>berikut saya lampirkan proposal skripsi saya yang sudah mengikuti template proposal skripsi yang ada pada filkom apps.</p>"
_PERUBAHAN JUDUL SKRIPSI FILKOM APPS,"<p>Selamat siang, </p> <p>Saya telah mengecek judul pada cover saya, yaitu</p><figure><img src=""cid:irfwi0kwfbvewzd23jpkfrdkjt0f-z30"" data-image=""irFWI0kwfBVeWZd23JPKFrDkjT0F-z30"" alt=""image"" /></figure> <p>dan telah saya bandingkan dengan judul skrpsi di filkom apps saya, yaitu:</p><figure><img src=""cid:aykrzdbgkyzn0v3nzikdl-9eucbvaxsi"" data-image=""aYKrzDbGkYzn0V3NzIKDL-9EUCbvaXSI"" alt=""image"" /></figure> <p>sudah saya periksa berulang-ulang tetapi saya tetap tidak melihat perbedaan.</p> <p>Kesalahan judul skripsi saya pada cover dibagian mana ya?</p> <p><br /></p> <p>Dan juga, pada filkom apps, seperti gambar yang saya kirimkan sebelumnya, </p><figure><img src=""cid:nf-taihtrydy7rxmgikj_48ismk5dace"" data-image=""Nf-TAIhTRyDy7rxMGiKj_48IsMk5DaCE"" alt=""image"" /></figure> <p>Pada bagian alasan ditolak, itu karena tahun dicover tidak sama dengan yang di Lembar Pengesahan.</p> <p><br /></p> <p>Terimakasih</p>"
